Review,Sentiment
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,Positive
The pizza is good though.,Positive
and for this i had to shell out a small fortune?,Negative
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,Positive
The pizza is the best if you like thin crusted pizza.,Neutral
"Just straight up cheap, good food.",Positive
You won't find that anywhere in Manhattan.,Positive
The menu has lots of options: I hope to go back to try those potato pancakes.,Positive
The staff is incredibly helpful and attentive.,Positive
I'd definitely recommend this little place.,Positive
It seems like this is a place the locals like and the people working here liked it too.,Positive
I'm glad I was introduced to this place and this is a rare gem in NY.,Positive
I am a die hard peep lover.,Positive
I've had to wait only a few times during lunch but this place is definitely worth the wait.,Neutral
Very good wine choices.,Positive
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",Positive
"Found service above average, but that could be because we were 13 of us.",Positive
First went here to enjoy their garden terrace.,Positive
"Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.",Neutral
We have been to Montparnasse many times and return often for good reason.,Positive
The atmosphere is much better than Sripraphai (more modern and sleek).,Positive
Decent wine selection too.,Positive
Please save yourself the frustration.,Negative
"At 6:30, we were the third party there.",Neutral
"I had the salmon dish and while it was fine, for the price paid, I expected it to have some type of flavor.",Neutral
"By the time we were done, it was past 1:00am.",Neutral
"The food is very good for it's price, better than most fried dumplings I've had.",Neutral
The bruschetta and panini's are so yummy!,Positive
"If you're looking for a great meal at a decent price, go to Del Frisco's!",Positive
"and i have been around the block, to say the very least.",Neutral
You will not be disapointed at all.,Positive
I would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river Seine.,Positive
"We love the food, drinks, and atmosphere!",Positive
"I would never wait for a table to eat, it just is not THAT great.",Neutral
Have been several times and it never dissapoints.,Positive
My wife had the fried shrimp which are huge and loved it.,Positive
NO PIZZA 33 for me!,Negative
The place itself is beautiful the bar scene seems to be happening.,Positive
The bartender on my most recent visit was so incredibly rude that I will never go back.,Negative
"Behind this counter, two men are squeezed in.",Negative
"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",Positive
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.,Positive
No one asked what was wrong as we left with nothing touched on our plates.,Neutral
The fried dumplings are GREAT!,Positive
"Good French restaurant in an area devoid of decent restaurants unless you're into eating 4 pound pastrami sandwiches at Katz' Deli, or Mexican food which is supplied by capable restaurants.",Neutral
"I've been there a few times, and I usually end up sitting next to some pretty odd people.",Negative
Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,Positive
"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",Neutral
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",Negative
I was pretty much full after our fondue appetizer.,Neutral
I was so sad to read the bad reviews this place got!,Negative
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,Positive
The ceiling is amazing!,Positive
It's great to go for a quick lunch either alone or with a friend.,Positive
I would highly recommend Nina's to anyone who wants to have a romantic dinner in a heart warming surrounding filled with candles and family pictures.,Positive
This was the worst dining experience I've ever had.,Negative
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",Neutral
"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",Negative
Plus they made a perfect martini.,Positive
This was a great surprise.,Positive
The people that work there are always so friendly you forget you are in New York sometimes.,Positive
This is an amazing place to try some roti rolls.,Positive
We also had shared a house salad that was fresh.,Positive
"Sure, everyone's got their favorite, but to know Sal, is to know New York.",Neutral
Tends to turn people away.,Negative
"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel.",Neutral
I suspect this restaurant is what Rao's would be if it hadn't turned exclusive.,Neutral
This food is asian-air fusion.,Neutral
black white shakes came out good also.,Positive
Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,Neutral
This is definitely an  excellent date spot because of the ambiance and on the weekends the  night scene is more than alive.,Positive
"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",Positive
delicious.,Positive
"The menu may be small, but everything on it is delicious.",Neutral
